<NOISE> 1.0	NSN
เป๊ะ 1.0	p e ʔ4
เผชิญ 1.0	pʰ a2 t͡ɕʰ ɤː n1
เผชิญหน้า 1.0	pʰ a2 t͡ɕʰ ɤː n1 n aː3
เผด็จการ 1.0	pʰ a2 d e t̚2 k aː n1
เผย 1.0	pʰ ɤː j5
เผยอ 1.0	pʰ a2 j ɤː5
เผยแพร่ 1.0	pʰ ɤː j5 pʰ r ɛː3
เผลอ 1.0	pʰ l ɤː5
เผา 1.0	pʰ a w5
เผือ 1.0	pʰ ɯ a̯5
เผือก 1.0	pʰ ɯ a̯ k̚2
เผื่อ 1.0	pʰ ɯ a̯2
เผื่อเลือก 1.0	pʰ ɯ a̯2 l ɯ a̯ k̚3
เผ็ด 1.0	pʰ e t̚2
เผ็ดร้อน 1.0	pʰ e t̚2 r ɔː n4
เผ่น 1.0	pʰ e n2
เผ่า 1.0	pʰ a w2
เผ่าพันธุ์ 1.0	pʰ a w2 pʰ a n1
เผ่ามังกรฟ้า 1.0	pʰ a w2 m a ŋ1 k ɔː n1 f aː4
เฝอ 1.0	f ɤː5
เฝือก 1.0	f ɯ a̯ k̚2
เฝ้า 1.0	f a w3
เพกติน 1.0	pʰ e k̚4 t i n1
เพกา 1.0	pʰ eː1 k aː1
เพกาซัส 1.0	pʰ eː1 k aː1 s a t̚4
เพจ 1.0	pʰ eː t̚2
เพจเจอร์ 1.0	pʰ eː t̚2 t͡ɕ ɤː3
เพชฌฆาต 1.0	pʰ e t̚4 t͡ɕʰ a4 kʰ aː t̚3
เพชร 1.0	pʰ e t̚4
เพชร 1.0	pʰ e t̚4 t͡ɕʰ a4
เพชรตัดเพชร 1.0	pʰ e t̚4 t a t̚2 pʰ e t̚4
เพชรบุรี 1.0	pʰ e t̚4 b u2 r iː1
เพชรบุรี 1.0	pʰ e t̚4 t͡ɕʰ a4 b u2 r iː1
เพชรบูรณ์ 1.0	pʰ e t̚4 t͡ɕʰ a4 b uː n1
เพชรในตม 1.0	pʰ e t̚4 n a j1 t o m1
เพดาน 1.0	pʰ eː1 d aː n1
เพดานปาก 1.0	pʰ eː1 d aː n1 p aː k̚2
เพทาย 1.0	pʰ eː1 tʰ aː j1
เพนกวิน 1.0	pʰ e n1 k w i n3
เพนกวิน 1.0	pʰ eː n1 k w i n3
เพนซิลเวเนีย 1.0	pʰ e n1 s i l1 w eː1 n i a̯1
เพรง 1.0	pʰ r eː ŋ1
เพรซีโอดิเมียม 1.0	pʰ r eː1 s iː1 ʔ oː1 d i2 m i a̯ m3
เพราะ 1.0	pʰ r ɔ ʔ4
เพราะฉะนั้น 1.0	pʰ r ɔ ʔ4 t͡ɕʰ a2 n a n4
เพราะว่า 1.0	pʰ r ɔ ʔ4 w aː3
เพรียง 1.0	pʰ r i a̯ ŋ1
เพล 1.0	pʰ eː n1
เพลง 1.0	pʰ l eː ŋ1
เพลงคร่ำครวญ 1.0	pʰ l eː ŋ1 kʰ r a m3 kʰ r u a̯ n1
เพลงชาติ 1.0	pʰ l eː ŋ1 t͡ɕʰ aː t̚3
เพลงสวด 1.0	pʰ l eː ŋ1 s u a̯ t̚2
เพลงเพื่อชีวิต 1.0	pʰ l eː ŋ1 pʰ ɯ a̯3 t͡ɕʰ iː1 w i t̚4
เพลา 1.0	pʰ eː1 l aː1
เพลา 1.0	pʰ l a w1
เพลิง 1.0	pʰ l ɤː ŋ1
เพลิด 1.0	pʰ l ɤː t̚3
เพลิดเพลิน 1.0	pʰ l ɤː t̚3 pʰ l ɤː n1
เพลิน 1.0	pʰ l ɤː n1
เพลีย 1.0	pʰ l i a̯1
เพลี้ย 1.0	pʰ l i a̯4
เพลโต 1.0	pʰ l eː1 t oː3
เพศ 1.0	pʰ eː t̚3
เพศชาย 1.0	pʰ eː t̚3 t͡ɕʰ aː j1
เพศสัมพันธ์ 1.0	pʰ eː t̚3 s a m5 pʰ a n1
เพศหญิง 1.0	pʰ eː t̚3 j i ŋ5
เพาะ 1.0	pʰ ɔ ʔ4
เพิก 1.0	pʰ ɤː k̚3
เพิกถอน 1.0	pʰ ɤː k̚3 tʰ ɔː n5
เพิกเฉย 1.0	pʰ ɤː k̚3 t͡ɕʰ ɤː j5
เพิง 1.0	pʰ ɤː ŋ1
เพิ่ง 1.0	pʰ ɤ ŋ3
เพิ่ม 1.0	pʰ ɤː m3
เพียง 1.0	pʰ i a̯ ŋ1
เพียงพอน 1.0	pʰ i a̯ ŋ1 pʰ ɔː n1
เพียงออ 1.0	pʰ i a̯ ŋ1 ʔ ɔː1
เพียบ 1.0	pʰ i a̯ p̚3
เพียบพร้อม 1.0	pʰ i a̯ p̚3 pʰ r ɔː m4
เพียร 1.0	pʰ i a̯ n1
เพี้ยง 1.0	pʰ i a̯ ŋ4
เพี้ยน 1.0	pʰ i a̯ n4
เพื่อ 1.0	pʰ ɯ a̯3
เพื่อน 1.0	pʰ ɯ a̯ n3
เพื่อนกิน 1.0	pʰ ɯ a̯ n3 k i n1
เพื่อนคู่ใจ 1.0	pʰ ɯ a̯ n3 kʰ uː3 t͡ɕ a j1
เพื่อนตาย 1.0	pʰ ɯ a̯ n3 t aː j1
เพื่อนบ้าน 1.0	pʰ ɯ a̯ n3 b aː n3
เพื่อนร่วมงาน 1.0	pʰ ɯ a̯ n3 r u a̯ m3 ŋ aː n1
เพื่อนร่วมชั้น 1.0	pʰ ɯ a̯ n3 r u a̯ m3 t͡ɕʰ a n4
เพื่อนร่วมห้อง 1.0	pʰ ɯ a̯ n3 r u a̯ m3 h ɔ ŋ3
เพื่อนเล่น 1.0	pʰ ɯ a̯ n3 l e n3
เพื่อนแท้ 1.0	pʰ ɯ a̯ n3 tʰ ɛː4
เพื่อว่า 1.0	pʰ ɯ a̯3 w aː3
เพ่ง 1.0	pʰ e ŋ3
เพ้อ 1.0	pʰ ɤː4
เพ้อเจ้อ 1.0	pʰ ɤː4 t͡ɕ ɤː3
เฟซบุ๊ก 1.0	f eː s4 b u k̚4
เฟซบุ๊ค 1.0	f eː s4 b u k̚4
เฟส 1.0	f eː t̚3
เฟส 1.0	f eː s3
เฟสบุ๊ก 1.0	f eː s4 b u k̚4
เฟสบุ๊ค 1.0	f eː s4 b u k̚4
เฟอร์ 1.0	f ɤː1
เฟอร์นิเจอร์ 1.0	f ɤː1 n i4 t͡ɕ ɤː3
เฟอร์รี 1.0	f ɤː1 r iː1
เฟอร์เมียม 1.0	f ɤː1 m i a̯ m3
เฟอเลชิโอ 1.0	f ɤː1 l eː1 t͡ɕʰ i4 ʔ oː1
เฟิร์น 1.0	f ɤː n1
เฟือง 1.0	f ɯ a̯ ŋ1
เฟือย 1.0	f ɯ a̯ j1
เฟื่อง 1.0	f ɯ a̯ ŋ3
เฟื่องฟ้า 1.0	f ɯ a̯ ŋ3 f aː4
เฟื้อง 1.0	f ɯ a̯ ŋ4
เฟ้น 1.0	f e n4
เฟ้อ 1.0	f ɤː4
เภท 1.0	pʰ eː t̚3
เภสัชกร 1.0	pʰ eː1 s a t̚2 t͡ɕʰ a4 k ɔː n1
เม.ย. 1.0	m eː1 j ɔː1
เมกอัป 1.0	m eː k̚4 ʔ a p̚3
เมฆ 1.0	m eː k̚3
เมตตา 1.0	m eː t̚3 t aː1
เมตร 1.0	m eː t̚4
เมถุน 1.0	m eː1 tʰ u n5
เมธ 1.0	m eː t̚3
เมน 1.0	m eː n1
เมนส์ 1.0	m e n1
เมนู 1.0	m eː1 n uː1
เมนเดลีเวียม 1.0	m e n1 d eː1 l iː1 w i a̯ m3
เมรุ 1.0	m eː n1
เมรุ 1.0	m eː1 r u4
เมรุมาศ 1.0	m eː1 r u4 m aː t̚3
เมลานีเซีย 1.0	m eː1 l aː1 n iː1 s i a̯1
เมลเบิร์น 1.0	m e l1 b ɤː n1
เมล็ด 1.0	m a4 l e t̚4
เมล็ดพันธุ์ 1.0	m a4 l e t̚4 pʰ a n1
เมล์ 1.0	m eː1
เมษ 1.0	m eː t̚3
เมษ 1.0	m eː t̚3 s a2
เมษ 1.0	m eː1 s a2
เมษบาล 1.0	m eː t̚3 s a2 b aː n1
เมษบาล 1.0	m eː1 s a2 b aː n1
เมษปิศาจ 1.0	m eː t̚3 s a2 p i2 s aː t̚2
เมษปิศาจ 1.0	m eː1 s a2 p i2 s aː t̚2
เมษา 1.0	m eː1 s aː5
เมษายน 1.0	m eː1 s aː5 j o n1
เมษายน 1.0	m eː1 s aː5 j o n1 n a4
เมสสิยาห์ 1.0	m e t̚4 s i2 j aː1
เมอแร็งก์ 1.0	m ɤː1 r ɛ ŋ1
เมา 1.0	m a w1
เมาส์ 1.0	m a w4
เมาส์ 1.0	m a w s4
เมาะ 1.0	m ɔ ʔ4
เมิน 1.0	m ɤː n1
เมีย 1.0	m i a̯1
เมียนมา 1.0	m i a̯ n1 m aː3
เมียน้อย 1.0	m i a̯1 n ɔː j4
เมียร์แคต 1.0	m i a̯1 kʰ ɛ t̚4
เมียหลวง 1.0	m i a̯1 l u a̯ ŋ5
เมี่ยง 1.0	m i a̯ ŋ3
เมี่ยงคำ 1.0	m i a̯ ŋ3 kʰ a m1
เมือ 1.0	m ɯ a̯1
เมือก 1.0	m ɯ a̯ k̚3
เมือง 1.0	m ɯ a̯ ŋ1
เมืองขึ้น 1.0	m ɯ a̯ ŋ1 kʰ iː n3
เมืองนอก 1.0	m ɯ a̯ ŋ1 n ɔː k̚3
เมืองผู้ดี 1.0	m ɯ a̯ ŋ1 pʰ uː3 d iː1
เมืองฟ้า 1.0	m ɯ a̯ ŋ1 f aː4
เมืองหลวง 1.0	m ɯ a̯ ŋ1 l u a̯ ŋ5
เมื่อ 1.0	m ɯ a̯3
เมื่อก่อน 1.0	m ɯ a̯3 k ɔː n2
เมื่อคืน 1.0	m ɯ a̯3 kʰ ɯː n1
เมื่อย 1.0	m ɯ a̯ j3
เมื่อวาน 1.0	m ɯ a̯3 w aː n1
เมื่อวานนี้ 1.0	m ɯ a̯3 w aː n1 n iː4
เมื่อไร 1.0	m ɯ a̯3 r a j1
เมเปิล 1.0	m eː1 p ɤː n3
เมโทร 1.0	m eː1 tʰ r oː1
เม็กซิโก 1.0	m e k̚4 s i4 k oː1
เม็กซิโกซิตี 1.0	m e k̚4 s i4 k oː1 s i4 t iː3
เม็ด 1.0	m e t̚4
เม็ดละมุด 1.0	m e t̚4 l a4 m u t̚4
เม็ดเลือด 1.0	m e t̚4 l ɯ a̯ t̚3
เม็ดเลือดขาว 1.0	m e t̚4 l ɯ a̯ t̚3 kʰ aː w5
เม็ดเลือดแดง 1.0	m e t̚4 l ɯ a̯ t̚3 d ɛː ŋ1
เม่น 1.0	m e n3
เม่นทะเล 1.0	m e n3 tʰ a4 l eː1
เม้าส์ 1.0	m a w4
เม้าส์ 1.0	m a w s4
เย 1.0	j eː1
เยซู 1.0	j eː1 s uː1
เยซูคริสต์ 1.0	j eː1 s uː1 kʰ r i t̚4
เยน 1.0	j eː n1
เยรูซาเลม 1.0	j eː1 r uː1 s aː1 l e m1
เยอรมนี 1.0	j ɤː1 r a4 m a4 n iː1
เยอรมนี 1.0	j ɤː1 m a4 n iː1
เยอรมัน 1.0	j ɤː1 r a4 m a n1
เยอะ 1.0	j ɤ ʔ4
เยาวชน 1.0	j a w1 w a4 t͡ɕʰ o n1
เยาวราช 1.0	j a w1 w a4 r aː t̚3
เยิ้ม 1.0	j ɤː m4
เยีย 1.0	j i a̯1
เยียวยา 1.0	j i a̯ w1 j aː1
เยี่ยง 1.0	j i a̯ ŋ3
เยี่ยม 1.0	j i a̯ m3
เยี่ยมเยียน 1.0	j i a̯ m3 j i a̯ n1
เยี่ยว 1.0	j i a̯ w3
เยี่ยววัว 1.0	j i a̯ w3 w u a̯1
เยือก 1.0	j ɯ a̯ k̚3
เยือกเย็น 1.0	j ɯ a̯ k̚3 j e n1
เยือน 1.0	j ɯ a̯ n1
เยื่อ 1.0	j ɯ a̯3
เยื่อตา 1.0	j ɯ a̯3 t aː1
เยื่อตาอักเสบ 1.0	j ɯ a̯3 t aː1 ʔ a k̚2 s eː p̚2
เยื่อหุ้มสมอง 1.0	j ɯ a̯3 h u m3 s a2 m ɔː ŋ5
เยื่อหุ้มสมองอักเสบ 1.0	j ɯ a̯3 h u m3 s a2 m ɔː ŋ5 ʔ a k̚2 s eː p̚2
เยื่อหุ้มเมล็ด 1.0	j ɯ a̯3 h u m3 m a4 l e t̚4
เยื่อเมือก 1.0	j ɯ a̯3 m ɯ a̯ k̚3
เยื่อเลือกผ่าน 1.0	j ɯ a̯3 l ɯ a̯ k̚3 pʰ aː n2
เยื่อใย 1.0	j ɯ a̯3 j a j1
เยื้องย่าง 1.0	j ɯ a̯ ŋ4 j aː ŋ3
เยเมน 1.0	j eː1 m eː n1
เยเรวาน 1.0	j eː1 r eː1 w aː n1
เย็ด 1.0	j e t̚4
เย็ดเข้ 1.0	j e t̚4 kʰ eː3
เย็น 1.0	j e n1
เย็นชา 1.0	j e n1 t͡ɕʰ aː1
เย็นใจ 1.0	j e n1 t͡ɕ a j1
เย็บ 1.0	j e p̚4
เย้ายวน 1.0	j a w4 j u a̯ n1
เร 1.0	r eː1
เรขาคณิต 1.0	r eː1 kʰ aː5 kʰ a4 n i t̚4
เรคยาวิก 1.0	r e k̚4 j aː1 w i k̚2
เรณู 1.0	r eː1 n uː1
เรดอน 1.0	r eː1 d ɔ n3
เรดาร์ 1.0	r eː1 d aː3
เรฟูจี 1.0	r eː1 f uː1 t͡ɕ iː1
เรอ 1.0	r ɤː1
เรา 1.0	r a w1
เรารักในหลวง 1.0	r a w1 r a k̚4 n a j1 l u a̯ ŋ5
เราะมะฎอน 1.0	r ɔ ʔ4 m a4 d ɔː n1
เรินต์เกเนียม 1.0	r ɤː n1 k eː1 n i a̯ m3
เริม 1.0	r ɤː m1
เริ่ด 1.0	r ɤː t̚3
เริ่ม 1.0	r ɤː m3
เริ่มต้น 1.0	r ɤː m3 t o n3
เรียก 1.0	r i a̯ k̚3
เรียกร้อง 1.0	r i a̯ k̚3 r ɔː ŋ4
เรียกว่า 1.0	r i a̯ k̚3 w aː3
เรียง 1.0	r i a̯ ŋ1
เรียน 1.0	r i a̯ n1
เรียนรู้ 1.0	r i a̯ n1 r uː4
เรียบ 1.0	r i a̯ p̚3
เรียบร้อย 1.0	r i a̯ p̚3 r ɔː j4
เรียบอาวุธ 1.0	r i a̯ p̚3 ʔ aː1 w u t̚4
เรียม 1.0	r i a̯ m1
เรียว 1.0	r i a̯ w1
เรือ 1.0	r ɯ a̯1
เรือข้ามฟาก 1.0	r ɯ a̯1 kʰ aː m3 f aː k̚3
เรือง 1.0	r ɯ a̯ ŋ1
เรือจ้าง 1.0	r ɯ a̯1 t͡ɕ aː ŋ3
เรือด 1.0	r ɯ a̯ t̚3
เรือดำน้ำ 1.0	r ɯ a̯1 d a m1 n aː m4
เรือน 1.0	r ɯ a̯ n1
เรือนกระจก 1.0	r ɯ a̯ n1 k r a2 t͡ɕ o k̚2
เรือนจำ 1.0	r ɯ a̯ n1 t͡ɕ a m1
เรือนตะเกียง 1.0	r ɯ a̯ n1 t a2 k i a̯ ŋ1
เรือนหอ 1.0	r ɯ a̯ n1 h ɔː5
เรือนไฟ 1.0	r ɯ a̯ n1 f a j1
เรือบรรทุกอากาศยาน 1.0	r ɯ a̯1 b a n1 tʰ u k̚4 ʔ aː1 k aː t̚2 s a2 j aː n1
เรือรบ 1.0	r ɯ a̯1 r o p̚4
เรือเหาะ 1.0	r ɯ a̯1 h ɔ ʔ2
เรือแจว 1.0	r ɯ a̯1 t͡ɕ ɛː w1
เรือโท 1.0	r ɯ a̯1 tʰ oː1
เรือใบ 1.0	r ɯ a̯1 b a j1
เรือไฟ 1.0	r ɯ a̯1 f a j1
เรื่อง 1.0	r ɯ a̯ ŋ3
เรื่องตลก 1.0	r ɯ a̯ ŋ3 t a2 l o k̚2
เรื่องมาก 1.0	r ɯ a̯ ŋ3 m aː k̚3
เรื่องราว 1.0	r ɯ a̯ ŋ3 r aː w1
เรื่องสั้น 1.0	r ɯ a̯ ŋ3 s a n3
เรื่องใหญ่ 1.0	r ɯ a̯ ŋ3 j a j2
เรื่อย 1.0	r ɯ a̯ j3
เรื่อยไป 1.0	r ɯ a̯ j3 p a j1
เรื้อน 1.0	r ɯ a̯ n4
เรื้อรัง 1.0	r ɯ a̯4 r a ŋ1
เรเดียน 1.0	r eː1 d i a̯ n3
เรเดียม 1.0	r eː1 d i a̯ m3
เรไร 1.0	r eː1 r a j1
เร็ว 1.0	r e w1
เร่ 1.0	r eː3
เร่ง 1.0	r e ŋ3
เร้า 1.0	r a w4
เร้าใจ 1.0	r a w4 t͡ɕ a j1
เลข 1.0	l eː k̚3
เลขคณิต 1.0	l eː k̚3 kʰ a4 n i t̚4
เลขศาสตร์ 1.0	l eː k̚3 kʰ a2 s aː t̚2
เลขา 1.0	l eː1 kʰ aː5
เลขาธิการ 1.0	l eː1 kʰ aː5 tʰ i4 k aː n1
เลขานุการ 1.0	l eː1 kʰ aː5 n u4 k aː n1
เลน 1.0	l eː n1
เลนส์ 1.0	l e n1
เลนส์สัมผัส 1.0	l eː n1 s a m5 pʰ a t̚2
เลบานอน 1.0	l eː1 b aː1 n ɔ n1
เลย 1.0	l ɤː j1
เลยไป 1.0	l ɤː j1 p a j1
เลว 1.0	l eː w1
เลสเบียน 1.0	l eː s4 b i a̯ n3
เลสเบี้ยน 1.0	l eː s4 b i a̯ n3
เลอ 1.0	l ɤː1
เลอะ 1.0	l ɤ ʔ4
เลอะเทอะ 1.0	l ɤ ʔ4 tʰ ɤ ʔ4
เลอะเลือน 1.0	l ɤ ʔ4 l ɯ a̯ n1
เละ 1.0	l e ʔ4
เลา 1.0	l a w1
เลาะ 1.0	l ɔ ʔ4
เลิก 1.0	l ɤː k̚3
เลิฟโฮเต็ล 1.0	l ɤː f3 h oː1 t e l1
เลิศเลอ 1.0	l ɤː t̚3 l ɤː1
เลีย 1.0	l i a̯1
เลียงผา 1.0	l i a̯ ŋ1 pʰ aː5
เลียน 1.0	l i a̯ n1
เลียนแบบ 1.0	l i a̯ n1 b ɛː p̚2
เลียบ 1.0	l i a̯ p̚3
เลียไข่ 1.0	l i a̯1 kʰ a j2
เลี่ยง 1.0	l i a̯ ŋ3
เลี่ยน 1.0	l i a̯ n3
เลี่ยม 1.0	l i a̯ m3
เลี้ยง 1.0	l i a̯ ŋ4
เลี้ยว 1.0	l i a̯ w4
เลี้ยวเบน 1.0	l i a̯ w4 b eː n1
เลือก 1.0	l ɯ a̯ k̚3
เลือกตั้ง 1.0	l ɯ a̯ k̚3 t a ŋ3
เลือกปฏิบัติ 1.0	l ɯ a̯ k̚3 p a2 t i2 b a t̚2
เลือด 1.0	l ɯ a̯ t̚3
เลือดกำเดา 1.0	l ɯ a̯ t̚3 k a m1 d a w1
เลือดนก 1.0	l ɯ a̯ t̚3 n o k̚4
เลือดหมู 1.0	l ɯ a̯ t̚3 m uː5
เลือดเนื้อ 1.0	l ɯ a̯ t̚3 n ɯ a̯4
เลือดเนื้อเชื้อไข 1.0	l ɯ a̯ t̚3 n ɯ a̯4 t͡ɕʰ ɯ a̯4 kʰ a j5
เลือน 1.0	l ɯ a̯ n1
เลือนลาง 1.0	l ɯ a̯ n1 l aː ŋ1
เลื่องฦๅ 1.0	l ɯ a̯ ŋ3 l ɯː1
เลื่อน 1.0	l ɯ a̯ n3
เลื่อนลอย 1.0	l ɯ a̯ n3 l ɔː j1
เลื่อม 1.0	l ɯ a̯ m3
เลื่อมใส 1.0	l ɯ a̯ m3 s a j5
เลื่อย 1.0	l ɯ a̯ j3
เลื่อยยนต์ 1.0	l ɯ a̯ j3 j o n1
เลื้อย 1.0	l ɯ a̯ j4
เลเซอร์ 1.0	l eː1 s ɤː3
เลโซโท 1.0	l eː1 s oː1 tʰ oː1
เล็ก 1.0	l e k̚4
เล็กน้อย 1.0	l e k̚4 n ɔː j4
เล็กพริกขี้หนู 1.0	l e k̚4 pʰ r i k̚4 kʰ iː3 n uː5
เล็ง 1.0	l e ŋ1
เล็ด 1.0	l e t̚4
เล็น 1.0	l e n1
เล็บ 1.0	l e p̚4
เล็บขบ 1.0	l e p̚4 kʰ o p̚2
เล็บมือ 1.0	l e p̚4 m ɯː1
เล็บมือนาง 1.0	l e p̚4 m ɯː1 n aː ŋ1
เล็ม 1.0	l e m1
เล่น 1.0	l e n3
เล่นกับหมาหมาเลียปาก 1.0	l e n3 k a p̚2 m aː5 m aː5 l i a̯1 p aː k̚2
เล่นการเมือง 1.0	l e n3 k aː n1 m ɯ a̯ ŋ1
เล่นตัว 1.0	l e n3 t u a̯1
เล่นตา 1.0	l e n3 t aː1
เล่นลิ้น 1.0	l e n3 l i n4
เล่นสกปรก 1.0	l e n3 s o k̚2 k a2 p r o k̚2
เล่นสวาท 1.0	l e n3 s a2 w aː t̚2
เล่นหุ้น 1.0	l e n3 h u n3
เล่นหูเล่นตา 1.0	l e n3 h uː5 l e n3 t aː1
เล่นเพื่อน 1.0	l e n3 pʰ ɯ a̯ n3
เล่นแร่แปรธาตุ 1.0	l e n3 r ɛː3 p r ɛː1 tʰ aː t̚3
เล่นใหญ่ 1.0	l e n3 j a j2
เล่นไม่ซื่อ 1.0	l e n3 m a j3 s ɯː3
เล่ม 1.0	l e m3
เล่า 1.0	l a w3
เล่าจื๊อ 1.0	l a w3 t͡ɕ ɯː4
เล่าฦๅ 1.0	l a w3 l ɯː1
เล้า 1.0	l a w4
เวคิน 1.0	w eː1 kʰ i n1
เวจมรรค 1.0	w e t̚4 t͡ɕ a2 m a k̚4
เวช 1.0	w eː t̚3
เวชศาสตร์ 1.0	w eː t̚3 t͡ɕʰ a4 s aː t̚2
เวท 1.0	w eː t̚3
เวทนา 1.0	w eː1 tʰ a4 n aː1
เวทนา 1.0	w eː t̚3 tʰ a4 n aː1
เวทมนตร์ 1.0	w eː t̚3 m o n1
เวทมนต์ 1.0	w eː t̚3 m o n1
เวทย์ 1.0	w eː t̚3
เวทย์มนตร์ 1.0	w eː t̚3 m o n1
เวทย์มนต์ 1.0	w eː t̚3 m o n1
เวที 1.0	w eː1 tʰ iː1
เวน 1.0	w eː n1
เวร 1.0	w eː n1
เวร 1.0	w eː1 r a4
เวรซ้ำกรรมซัด 1.0	w eː n1 s a m4 k a m1 s a t̚4
เวรมณี 1.0	w eː1 r a4 m a4 n iː1
เวรัมพวาต 1.0	w eː1 r a m1 pʰ a4 w aː t̚3
เวรัมภ 1.0	w eː1 r a m1 pʰ a ʔ4
เวรัมภวาต 1.0	w eː1 r a m1 pʰ a4 w aː t̚3
เวรัมภะ 1.0	w eː1 r a m1 pʰ a ʔ4
เวรัมภา 1.0	w eː1 r a m1 pʰ aː1
เวลลิงตัน 1.0	w eː l1 l i ŋ1 t a n3
เวลส์ 1.0	w eː l1
เวลา 1.0	w eː1 l aː1
เวลานี้ 1.0	w eː1 l aː1 n iː4
เวสต์เวอร์จิเนีย 1.0	w e s4 w ɤː1 t͡ɕ i2 n i a̯1
เวอร์จิเนีย 1.0	w ɤː1 t͡ɕ i2 n i a̯1
เวอร์มอนต์ 1.0	w ɤː1 m ɔ n3
เวิลด์ไวด์เว็บ 1.0	w ɤː l1 w aː j1 w e p̚4
เวิ้ง 1.0	w ɤː ŋ4
เวียง 1.0	w i a̯ ŋ1
เวียงจันทน์ 1.0	w i a̯ ŋ1 t͡ɕ a n1
เวียดนาม 1.0	w i a̯ t̚3 n aː m1
เวียน 1.0	w i a̯ n1
เวียนนา 1.0	w i a̯ n1 n aː1
เวียนเทียน 1.0	w i a̯ n1 tʰ i a̯ n1
เวี่ย 1.0	w i a̯3
เวเนซุเอลา 1.0	w eː1 n eː1 s u4 ʔ eː1 l aː3
เว็จมรรค 1.0	w e t̚4 t͡ɕ a2 m a k̚4
เว็บเพจ 1.0	w e p̚4 pʰ eː t̚2
เว็บแคม 1.0	w e p̚4 kʰ ɛː m1
เว็บไซต์ 1.0	w e p̚4 s a j4
เว่อร์ 1.0	w ɤː3
เว้ 1.0	w eː4
เว้น 1.0	w e n4
เว้นแต่ 1.0	w e n4 t ɛː2
เว้า 1.0	w a w4
เศรษฐกิจ 1.0	s eː t̚2 tʰ a2 k i t̚2
เศรษฐกิจ 1.0	s eː t̚2 tʰ a1 k i t̚2
เศรษฐยาธิปไตย 1.0	s eː t̚2 tʰ a2 j aː1 tʰ i4 p a2 t a j1
เศรษฐยาธิปไตย 1.0	s eː t̚2 tʰ a2 j aː1 tʰ i p̚4 p a2 t a j1
เศรษฐศาสตร์ 1.0	s eː t̚2 tʰ a2 s aː t̚2
เศรษฐศาสตร์จุลภาค 1.0	s eː t̚2 tʰ a2 s aː t̚2 t͡ɕ u n1 l a4 pʰ aː k̚3
เศรษฐศาสตร์มหัพภาค 1.0	s eː t̚2 tʰ a2 s aː t̚2 m a4 h a p̚2 pʰ aː k̚3
เศรษฐินี 1.0	s eː t̚2 tʰ i2 n iː1
เศรษฐี 1.0	s eː t̚2 tʰ iː5
เศรษฐีนี 1.0	s eː t̚2 tʰ iː5 n iː1
เศร้า 1.0	s a w3
เศร้าสร้อย 1.0	s a w3 s ɔ j3
เศร้าโศก 1.0	s a w3 s oː k̚2
เศร้าใจ 1.0	s a w3 t͡ɕ a j1
เศษ 1.0	s eː t̚2
เศษส่วน 1.0	s eː t̚2 s u a̯ n2
เศษเล็บ 1.0	s eː t̚2 l e p̚4
เศิก 1.0	s ɤ k̚2
เสก 1.0	s eː k̚2
เสฉวน 1.0	s eː5 t͡ɕʰ u a̯ n5
เสดจ์ 1.0	s a2 d e t̚2
เสด็จ 1.0	s a2 d e t̚2
เสด็จพระราชสมภพ 1.0	s a2 d e t̚2 pʰ r a4 r aː t̚3 t͡ɕʰ a4 s o m5 pʰ o p̚4
เสถียรภาพ 1.0	s a2 tʰ i a̯ n5 r a4 pʰ aː p̚3
เสนอ 1.0	s a2 n ɤː5
เสนา 1.0	s eː5 n aː1
เสนาบดี 1.0	s eː5 n aː1 b ɔː1 d iː1
เสนียด 1.0	s a2 n i a̯ t̚2
เสน่ง 1.0	s a2 n e ŋ2
เสน่หา 1.0	s a2 n eː2 h aː5
เสน่ห์ 1.0	s a2 n eː2
เสพ 1.0	s eː p̚2
เสพย์ 1.0	s eː p̚2
เสมหะ 1.0	s eː m5 h a ʔ2
เสมอ 1.0	s a2 m ɤː5
เสมียน 1.0	s a2 m i a̯ n5
เสมือน 1.0	s a2 m ɯ a̯ n5
เสย 1.0	s ɤː j5
เสริม 1.0	s ɤː m5
เสริมสวย 1.0	s ɤː m5 s u a̯ j5
เสรี 1.0	s eː5 r iː1
เสรีนิยม 1.0	s eː5 r iː1 n i4 j o m1
เสรีภาพ 1.0	s eː5 r iː1 pʰ aː p̚3
เสร็จ 1.0	s e t̚2
เสร็จนาฆ่าโคถึก 1.0	s e t̚2 n aː1 kʰ aː3 kʰ oː1 tʰ ɯ k̚2
เสร็จนาฆ่าโคถึกเสร็จศึกฆ่าขุนพล 1.0	s e t̚2 n aː1 kʰ aː3 kʰ oː1 tʰ ɯ k̚2 s e t̚2 s ɯ k̚2 kʰ aː3 kʰ u n5 pʰ o n1
เสร็จศึกฆ่าขุนพล 1.0	s e t̚2 s ɯ k̚2 kʰ aː3 kʰ u n5 pʰ o n1
เสร่อ 1.0	s a2 r ɤː2
เสลด 1.0	s a2 l eː t̚2
เสล่อ 1.0	s a2 l ɤː2
เสวก 1.0	s eː5 w o k̚4
เสวย 1.0	s a2 w ɤː j5
เสา 1.0	s a w5
เสาร์ 1.0	s a w5
เสาวนีย์ 1.0	s a w5 w a4 n iː1
เสาวรส 1.0	s a w5 w a4 r o t̚4
เสาอากาศ 1.0	s a w5 ʔ aː1 k aː t̚2
